rownames,REGION,SPECIES,TYPE,HABITAT,FGUILD,LengthGroup,TaxonGroup,YEAR,BIOMASS,LANDINGS,NumSpecies
2552,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1992,1288.775441,7558.260013,1
2553,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1992,6691.46186,101.4645421,1
2554,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1992,944.3564,0.304579504,1
2555,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1992,2378.719333,3943.179765,1
2556,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1992,191173.9292,3613.508571,1
2557,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1992,208.6415,0,1
2558,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1992,103950.9549,26.66604203,1
2559,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1992,587.41425,58.0265017,1
2560,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1992,5961.954678,948.8277803,1
2561,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1992,5163,1065.486976,1
2562,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1992,670.7566667,166.3154061,1
2563,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1992,4472,3456.618358,1
2564,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1993,1189.359962,264.2214404,1
2565,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1993,14652.5884,601.7832034,1
2566,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1993,16422.71663,12931.06559,1
2567,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1993,22.04160526,10.52714191,1
2568,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1993,125651.4055,18137.93658,1
2569,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1993,47910.73575,3763.443709,1
2570,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1993,534.3274412,6.687992292,1
2571,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1993,3869.021813,123.4152101,1
2572,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1993,487.9984485,7617.7861,1
2573,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1993,14907,3057.613981,1
2574,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1993,8824.1175,4833.252869,1
2575,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1993,4049.728387,45.88045465,1
2576,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1993,1412.696323,4044.336314,1
2577,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1993,10012.45428,96.83562118,1
2578,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1993,170.1266,12.84788908,1
2579,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1993,6984.302033,8855.347561,1
2580,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1993,162217.5218,3129.115014,1
2581,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1993,3014.807533,0,1
2582,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1993,128918.8278,14.42107806,1
2583,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1993,2010.0165,75.39883827,1
2584,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1993,10343.52921,798.5683277,1
2585,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1993,4112,1528.49823,1
2586,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1993,232.0302222,51.25703184,1
2587,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1993,3966,2798.361968,1
2588,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1994,997.9286539,221.6791721,1
2589,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1994,14650.028,427.838606,1
2590,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1994,24634.07494,5253.285104,1
2591,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1994,66.94473684,6.545827093,1
2592,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1994,101333.0951,12535.32977,1
2593,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1994,16040.71175,1467.57186,1
2594,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1994,276.3521471,3.30778779,1
2595,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1994,0.2515625,89.5188216,1
2596,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1994,4102.114066,3921.491089,1
2597,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1994,20406,820.3963621,1
2598,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1994,14962.5544,3321.605297,1
2599,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1994,4043.512452,65.53836349,1
2600,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1994,3003.034973,4041.414623,1
2601,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1994,9342.58264,70.71700432,1
2602,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1994,142.8632,1.612695641,1
2603,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1994,2836.061667,5915.485908,1
2604,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1994,93596.1303,2632.73971,1
2605,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1994,2193.705133,0,1
2606,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1994,43357.97753,72.89811018,1
2607,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1994,2302.764,145.7551909,1
2608,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1994,5174.39923,188.3363003,1
2609,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1994,3226,809.5672477,1
2610,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1994,906.5056667,212.3447075,1
2611,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1994,2823,3274.269206,1
2612,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1995,1707.421731,274.4767151,1
2613,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1995,35438.95255,938.2577313,1
2614,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1995,41803.27869,5830.103744,1
2615,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1995,12.02128947,3.356242399,1
2616,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1995,84491.73684,13857.64187,1
2617,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1995,8966.84025,818.3281708,1
2618,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1995,55.42852941,0.849744579,1
2619,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1995,628.8476875,75.53123586,1
2620,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1995,1810.327013,4377.593498,1
2621,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1995,26991,535.4287433,1
2622,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1995,9857.1679,3982.344243,1
2623,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1995,4134.513097,16.76389761,1
2624,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1995,20810.30199,4122.577466,1
2625,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1995,3624.32858,39.44425062,1
2626,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1995,1186.311,4.481172027,1
2627,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1995,1672.555867,3355.412453,1
2628,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1995,128490.2924,947.2881075,1
2629,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1995,4166.1268,0,1
2630,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1995,62318.65699,290.0876455,1
2631,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1995,2530.21075,284.0778839,1
2632,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1995,13491.89372,292.3769983,1
2633,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1995,3245,1365.711333,1
2634,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1995,346.6328889,53.24301435,1
2635,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1995,2941,1484.16174,1
2636,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1996,1715.659577,312.7428695,1
2637,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1996,3904.6335,431.8984253,1
2638,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1996,20155.15222,6598.975612,1
2639,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1996,29.46223684,3.238244011,1
2640,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1996,206435.1332,32937.28092,1
2641,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1996,54794.93725,2866.534406,1
2642,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1996,116.3188824,0.22848832,1
2643,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1996,941.7878125,54.27407752,1
2644,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1996,2082.643958,4152.549528,1
2645,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1996,36012,889.3823379,1
2646,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1996,1644.105767,747.3423707,1
2647,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1996,2291.488452,9.13195675,1
2648,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1996,2730.124372,2289.982397,1
2649,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1996,3005.21262,96.40739301,1
2650,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1996,1367.8844,3.455908727,1
2651,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1996,1821.362533,2815.074556,1
2652,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1996,188774.7466,4174.880695,1
2653,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1996,409.7948333,0,1
2654,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1996,63563.07503,159.5125298,1
2655,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1996,583.6885,192.5766364,1
2656,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1996,8280.144987,347.262967,1
2657,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1996,5101,1958.480026,1
2658,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1996,677.945,89.56759251,1
2659,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1996,4993,1896.075949,1
2660,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1997,1924.406346,363.3859588,1
2661,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1997,10014.1005,343.482588,1
2662,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1997,14183.25527,4943.141884,1
2663,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1997,11.2736579,2.831411944,1
2664,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1997,116031.2042,16793.15038,1
2665,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1997,157067.06,20602.02369,1
2666,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1997,1197.860441,2.622674778,1
2667,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1997,698.75825,46.41069481,1
2668,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1997,2778.043704,4440.047384,1
2669,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1997,44106,999.347929,1
2670,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1997,5439.7407,1302.11423,1
2671,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1997,2664.842194,7.100888304,1
2672,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1997,6022.858808,2664.674137,1
2673,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1997,1893.03568,71.44411975,1
2674,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1997,71.6596,2.77346864,1
2675,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1997,1298.525733,2739.794994,1
2676,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1997,137812.2708,1801.278927,1
2677,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1997,363.9854667,4.8702,1
2678,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1997,92783.34044,88.91088385,1
2679,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1997,5336.7835,41.73513282,1
2680,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1997,7314.057451,203.4532462,1
2681,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1997,5494,1875.662136,1
2682,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1997,611.8215556,70.80045436,1
2683,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1997,6380,2750.775376,1
2684,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1998,2117.326885,373.4049296,1
2685,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1998,20125.51655,504.7085119,1
2686,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1998,20901.63934,7657.417146,1
2687,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1998,64.02160526,4.273949116,1
2688,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1998,83621.70424,13044.97961,1
2689,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1998,27409.089,4949.683963,1
2690,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1998,209.2660882,0.399324852,1
2691,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1998,21.1220625,39.94929885,1
2692,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1998,3417.057379,3498.66269,1
2693,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1998,51502,2017.407747,1
2694,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1998,4962.7111,2586.903512,1
2695,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1998,3734.341161,4.932387004,1
2696,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1998,5445.294273,3733.848188,1
2697,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1998,6354.41908,164.2660739,1
2698,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1998,137.1298,4.641821416,1
2699,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1998,1241.767967,1867.889184,1
2700,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1998,171881.2757,2936.616862,1
2701,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1998,1622.2845,0,1
2702,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1998,131405.9916,66.37140504,1
2703,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1998,6955.36175,41.6496823,1
2704,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1998,28026.79917,333.3948358,1
2705,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1998,6376,1953.939337,1
2706,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1998,920.8418889,85.14698894,1
2707,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1998,7262,3692.672223,1
2708,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,1999,2499.336885,329.3347198,1
2709,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,1999,9266.42735,243.4430357,1
2710,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,1999,22394.61358,3389.113278,1
2711,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,1999,90.59013158,5.741077677,1
2712,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,1999,52577.05957,8892.016224,1
2713,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,1999,89110.316,6798.240881,1
2714,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,1999,1847.427147,4.669319889,1
2715,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,1999,697.9580625,56.04884982,1
2716,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,1999,1466.892844,4357.80326,1
2717,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,1999,60500,2720.578808,1
2718,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1999,20034.7031,3833.025854,1
2719,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,1999,5449.878452,5.716658298,1
2720,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,1999,1783.204285,5448.706759,1
2721,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,1999,2885.9192,141.3364383,1
2722,GB,Scup,Fish,Demersal,Benthivore,Small,Other,1999,4128.1052,2.286016359,1
2723,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,1999,282.8947667,1028.631371,1
2724,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,1999,203388.243,2115.47227,1
2725,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,1999,187.273,0.0163,1
2726,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,1999,101186.3502,223.7199049,1
2727,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,1999,4585.16475,78.44621057,1
2728,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,1999,12193.42488,100.3274308,1
2729,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1999,6988,1980.910478,1
2730,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1999,391.1323333,46.9115909,1
2731,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,1999,9600,4826.304503,1
2732,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,2000,4098.500462,537.9583864,1
2733,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,2000,5464.91445,99.5098589,1
2734,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,2000,10450.81967,5109.337332,1
2735,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,2000,47.04628421,2.737655701,1
2736,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2000,228051.5749,33638.23723,1
2737,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,2000,216531.2398,11595.58023,1
2738,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,2000,27.44511765,0.05477502,1
2739,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,2000,362.698975,36.10745816,1
2740,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,2000,4634.702668,4118.297146,1
2741,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2000,75111,3776.072928,1
2742,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,2000,15967.8003,2582.124593,1
2743,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,2000,4269.200258,5.16991117,1
2744,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,2000,1351.591969,4268.870687,1
2745,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,2000,6554.40496,149.8605086,1
2746,GB,Scup,Fish,Demersal,Benthivore,Small,Other,2000,4010.1708,7.280433205,1
2747,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,2000,938.1238333,1186.294208,1
2748,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,2000,224140.8124,3369.936248,1
2749,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,2000,1588.009667,0,1
2750,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,2000,31027.41108,44.13655762,1
2751,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,2000,9035.98825,81.21471738,1
2752,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,2000,11852.23418,107.6664376,1
2753,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2000,10924,2334.568232,1
2754,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2000,1166.492778,146.5256985,1
2755,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2000,10280,7569.034365,1
2756,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,2001,1374.831385,196.4812755,1
2757,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,2001,13076.9435,1145.448438,1
2758,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,2001,15676.22951,4055.036217,1
2759,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,2001,49.96168421,5.652711153,1
2760,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2001,107672.1589,18151.07054,1
2761,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,2001,552112.519,22569.09077,1
2762,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,2001,25.59341177,0.052371873,1
2763,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,2001,8.01975,75.09339758,1
2764,GB,Goosefish,Fish,Demersal,Piscivore,Large,Scorpaenid,2001,2891.480679,3958.401711,1
2765,GB,Haddock,Fish,Demersal,Benthivore,Large,Gadoid,2001,90118,4722.606311,1
2766,GB,Longfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,2001,6829.365167,1588.687283,1
2767,GB,Ocean pout,Fish,Demersal,Benthivore,Medium,Percoid,2001,3102.226258,3.014684119,1
2768,GB,Pollock,Fish,Pelagic,Zoopivore,Large,Gadoid,2001,640.9108945,3101.513355,1
2769,GB,Red hake,Fish,Demersal,Benthivore,Medium,Gadoid,2001,5550.80376,221.9109679,1
2770,GB,Scup,Fish,Demersal,Benthivore,Small,Other,2001,19.4248,2.685720761,1
2771,GB,Shortfin squid,Invertebrate,Pelagic,Zoopivore,,Cephalopod,2001,487.1225333,634.7751286,1
2772,GB,Skates (NS),Fish,Demersal,Benthivore,Large,Elasmobranch,2001,191206.1959,2729.827842,1
2773,GB,Smooth dogfish,Fish,Demersal,Benthivore,Large,Elasmobranch,2001,825.8259667,0.3219,1
2774,GB,Spiny dogfish,Fish,Pelagic,Zoopivore,Large,Elasmobranch,2001,51327.11913,53.24819372,1
2775,GB,Summer flounder,Fish,Demersal,Piscivore,Medium,Pleuronectid,2001,10297.20725,65.54105076,1
2776,GB,Windowpane,Fish,Demersal,Benthivore,Medium,Pleuronectid,2001,15079.93757,84.0656279,1
2777,GB,Winter flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2001,8691,3025.901893,1
2778,GB,Witch flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2001,970.8354444,95.65556388,1
2779,GB,Yellowtail flounder,Fish,Demersal,Benthivore,Medium,Pleuronectid,2001,9300,7652.938343,1
2780,GB,American plaice,Fish,Demersal,Benthivore,Medium,Pleuronectid,2002,2762.452231,363.512941,1
2781,GB,Atlantic butterfish,Fish,Pelagic,Planktivore,Small,Forage fish,2002,2693.37445,51.75909636,1
2782,GB,Atlantic cod,Fish,Demersal,Piscivore,Large,Gadoid,2002,84353.0445,4469.988208,1
2783,GB,Atlantic halibut,Fish,Demersal,Piscivore,Large,Pleuronectid,2002,19.38434211,3.800631392,1
2784,GB,Atlantic herring,Fish,Pelagic,Planktivore,Small,Clupeid,2002,67456.56142,10732.13089,1
2785,GB,Atlantic mackerel,Fish,Pelagic,Planktivore,Small,Scombrid,2002,10600.88725,1464.340303,1
2786,GB,Atlantic redfishes (NS),Fish,Pelagic,Zoopivore,Small,Sebastes,2002,62.04782353,0.086127665,1
2787,GB,Atlantic wolffish,Fish,Demersal,Benthivore,Large,Percoid,2002,387.63675,29.62247649,1
